Name,Number of Records,Devices,Tests,Avg. Avg U Kbps,Avg. Avg D Kbps,Avg Lat Ms,Avg. Pop2005,Rank Upload,Rank Download,Rank Latency
Afghanistan,988,"3,418","13,544","4,181","3,672",87,"25,067,407",197,227,29
Åland Islands,259,499,"1,019","56,653","65,944",11,0,20,39,218
Albania,"8,274","42,388","132,000","12,401","16,818",21,"3,153,731",98,132,171
Algeria,"12,760","45,257","215,847","1,083","3,934",47,"32,854,159",232,225,70
American Samoa,79,219,918,"6,710","21,067",120,"64,051",155,112,25
Andorra,190,"1,689","4,051","91,274","97,335",7,"73,483",10,16,229
Angola,863,"3,182","12,291","4,277","10,162",43,"16,095,214",194,179,88
Anguilla,137,462,"1,243","10,604","23,908",20,"12,256",112,102,175
Antarctica,28,29,49,"20,493","50,198",166,0,64,53,17
Antigua and Barbuda,390,"2,593","11,968","3,659","11,929",47,"83,039",207,161,70
Argentina,"50,893","381,835","1,777,254","6,766","19,572",43,"38,747,148",153,116,88
Armenia,"4,878","30,511","94,650","17,152","17,705",16,"3,017,661",73,126,193
Aruba,308,"2,697","8,811","13,502","73,041",12,"102,897",92,31,215
Australia,"81,484","632,312","2,427,154","13,199","37,782",41,"20,310,208",94,69,97
Austria,"40,196","137,222","468,027","11,705","36,244",22,"8,291,979",104,72,165
Azerbaijan,"9,631","74,710","268,973","6,176","6,752",46,"8,352,021",165,207,75
Bahamas,853,"3,742","14,151","9,049","29,476",35,"323,295",125,89,119
Bahrain,952,"30,460","105,445","11,789","40,337",14,"724,788",103,64,205
Bangladesh,"24,906","138,682","647,910","19,030","13,862",26,"15,328,112",69,151,149
Barbados,644,"3,362","9,419","53,747","97,778",4,"291,933",22,15,233
Belarus,"13,598","50,652","140,256","22,268","27,333",23,"9,795,287",58,96,161
Belgium,"39,622","113,698","357,106","16,214","76,832",17,"10,398,049",79,26,189
Belize,"1,064","4,478","17,771","20,334","27,102",15,"275,546",65,97,200
Benin,178,396,"1,249","5,425","7,466",65,"8,490,301",183,200,44
Bermuda,171,"2,141","8,723","27,274","79,375",14,"64,174",50,23,205
Bhutan,179,509,"2,536","12,593","9,931",31,"637,013",97,182,132
Bolivia,"6,161","135,507","690,788","6,139","12,652",36,"9,182,015",166,155,115
Bosnia and Herzegovina,"12,232","40,405","135,420","3,907","16,813",26,"3,915,238",202,133,149
Botswana,"1,265","3,754","14,590","5,912","6,500",52,"1,835,938",172,211,59
Brazil,"360,688","3,906,150","17,952,217","20,795","31,212",28,"186,830,759",63,83,142
British Indian Ocean Territory,2,8,10,804,"1,256",792,0,233,232,1
British Virgin Islands,147,684,"2,678","9,679","30,942",45,"22,016",116,84,80
Brunei Darussalam,"1,030","6,333","20,804","12,351","19,981",19,"373,831",99,115,181
Bulgaria,"12,927","56,178","159,897","28,497","33,994",15,"7,744,591",47,76,200
Burkina Faso,230,428,"1,503","5,170","7,227",121,"13,933,363",185,203,24
Burma,"7,127","94,639","385,045","13,164","13,744",34,"47,967,266",95,152,121
Burundi,103,213,710,"6,740","5,865",32,"7,858,791",154,214,128
Cambodia,"6,034","56,849","167,529","18,321","16,245",17,"13,955,507",70,137,189
Cameroon,519,"1,009","3,967","5,357","8,822",38,"17,795,149",184,189,109
Canada,"197,005","940,287","3,374,270","27,999","71,092",47,"32,270,507",48,32,70
Cape Verde,129,599,"2,732","12,917","17,677",25,"506,807",96,127,153
Cayman Islands,259,"1,786","6,549","11,324","33,432",33,"45,591",106,77,125
Central African Republic,17,21,109,"1,214","1,318",590,"4,191,429",230,231,6
Chad,46,87,253,"8,049","17,620",113,"10,145,609",138,128,26
Chile,"19,764","282,748","1,211,474","39,386","66,158",45,"16,295,102",32,37,80
China,"516,009","1,771,400","6,254,166","36,937","112,499",15,"1,312,978,855",36,9,200
Christmas Island,7,13,42,"2,136","10,634",633,0,222,172,5
Cocos (Keeling) Islands,3,6,16,"5,009","14,044",688,0,187,149,3
Colombia,"31,899","553,106","2,633,838","7,062","12,978",77,"4,494,579",149,153,38
Comoros,9,11,18,"6,672","3,891",314,"797,902",156,226,9
Congo,143,351,"1,300","11,019","15,136",48,"3,609,851",108,143,68
Cook Islands,18,23,69,"1,397","6,287",70,"13,984",228,213,40
Costa Rica,"10,597","155,828","719,148","5,812","20,841",28,"4,327,228",174,113,142
Cote d'Ivoire,689,"1,590","5,313","7,117","12,624",44,"18,584,701",148,156,83
Croatia,"19,973","90,490","273,684","10,304","20,724",31,"455,149",115,114,132
Cuba,359,519,"1,388","2,034","2,428",216,"11,259,905",223,229,16
Cyprus,"5,161","41,014","132,088","6,359","18,531",25,"836,321",160,122,153
Czech Republic,"31,608","82,782","259,131","16,622","30,936",20,"10,191,762",78,85,175
Democratic Republic of the Congo,235,414,"1,254","5,676","6,697",155,"58,740,547",177,209,20
Denmark,"41,906","153,400","524,639","83,475","98,009",13,"5,416,945",11,14,211
Djibouti,63,303,"1,389","4,827","6,877",56,"804,206",188,206,54
Dominica,134,357,"1,097","21,446","30,903",6,"67,827",61,86,231
Dominican Republic,"10,344","121,661","537,420","3,595","9,788",42,"9,469,601",209,184,93
Ecuador,"22,676","205,592","940,397","12,334","12,816",44,"13,060,993",100,154,83
Egypt,"35,175","474,536","1,955,768","3,893","15,918",44,"72,849,793",203,141,83
El Salvador,"3,853","49,262","226,855","2,628","8,936",50,"6,668,356",216,187,64
Equatorial Guinea,74,139,639,"5,646","6,491",108,"484,098",178,212,28
Estonia,"5,933","17,833","46,728","32,620","42,489",18,"1,344,312",43,59,184
Ethiopia,"1,238","5,318","21,151","4,357","4,370",63,"78,985,857",193,221,45
Faroe Islands,481,"1,588","4,051","16,139","39,106",12,"48,205",81,67,215
Fiji,411,941,"3,129","4,638","11,414",47,"828,046",191,167,70
Finland,"39,069","104,675","318,436","30,892","60,891",22,"5,246,004",45,45,165
France,"170,477","442,213","1,324,793","55,198","69,006",39,"60,990,544",21,34,102
French Guiana,196,406,"1,175","48,408","59,330",58,"192,099",26,46,50
French Polynesia,554,"2,784","9,381","2,403","10,589",57,"255,632",219,173,52
Gabon,337,998,"3,162","4,706","17,242",36,"1,290,693",189,130,115
Gambia,208,590,"2,986","4,151","5,311",62,"1,617,029",199,217,46
Georgia,"4,404","14,848","37,602","20,091","19,461",21,"4,473,409",66,118,171
Germany,"253,503","860,353","3,017,926","19,332","62,011",21,"82,652,369",68,44,171
Ghana,"1,402","3,934","14,154","21,958","29,089",42,"2,253,501",60,91,93
Gibraltar,31,742,"2,268","61,840","80,284",15,291,18,22,200
Greece,"32,439","221,381","738,994","3,627","16,053",54,"11,099,737",208,139,57
Greenland,264,"1,557","4,922","10,976","21,088",33,"57,475",109,111,125
Grenada,299,845,"3,551","8,525","42,603",14,"105,237",130,58,205
Guadeloupe,778,"1,672","4,840","24,943","38,768",55,"438,403",51,68,55
Guam,550,"4,059","15,210","6,090","32,566",22,"16,857",168,78,165
Guatemala,"7,503","83,468","407,539","3,716","9,091",47,"12,709,564",205,186,70
Guernsey,351,"2,726","10,462","6,096","23,399",35,0,167,105,119
Guinea,73,111,300,"8,207","8,566",71,"9,002,656",135,190,39
Guinea-Bissau,46,96,355,"6,310","7,125",66,"1,596,929",162,205,43
Guyana,802,"4,704","22,188","6,017","16,770",46,"739,472",170,134,75
Haiti,784,"2,135","8,569","6,344","7,991",29,"9,296,291",161,193,139
Holy See (Vatican City),6,389,961,"36,908","82,745",10,783,37,21,222
Honduras,"5,079","54,113","257,767","6,047","10,770",36,"683,411",169,171,115
Hong Kong,"1,462","110,336","486,829","128,372","134,271",12,"7,057,418",2,3,215
Hungary,"32,331","141,355","419,688","35,587","73,098",20,"10,086,387",38,30,175
Iceland,"2,221","6,955","15,982","108,617","116,347",11,"295,732",6,8,218
India,"197,517","2,908,270","16,330,245","24,214","24,220",30,"1,134,403,141",53,100,134
Indonesia,"136,243","1,168,721","5,571,650","5,597","11,302",25,"226,063,044",179,168,153
Iran (Islamic Republic of),"17,450","75,833","238,460","3,705","10,095",51,"69,420,607",206,180,61
Iraq,"16,622","85,512","326,099","15,385","15,578",29,"27,995,984",86,142,139
Ireland,"65,126","198,453","831,812","18,302","53,859",30,"4,143,294",71,49,134
Isle of Man,628,"3,870","16,321","7,465","29,076",39,"78,357",145,92,102
Israel,"9,059","154,386","607,607","13,777","62,398",21,"6,692,037",91,43,171
Italy,"229,231","1,221,522","4,160,128","11,062","31,475",37,"5,864,636",107,82,112
Jamaica,"4,305","18,792","70,875","6,927","24,202",32,"2,682,469",152,101,128
Japan,"92,362","342,239","1,417,174","91,865","68,359",27,"127,896,740",9,35,147
Jersey,562,"4,411","16,367","123,622","135,857",3,0,3,2,234
Jordan,"6,055","110,732","382,469","23,022","28,205",32,"5,544,066",56,93,128
Kazakhstan,"18,433","74,421","215,391","15,301","16,925",39,"15,210,609",87,131,102
Kenya,"3,887","17,459","92,658","12,074","11,493",46,"35,598,952",102,166,75
"Korea, Democratic People's Republic of",23,29,62,"16,685","32,130",163,"23,615,611",77,80,18
"Korea, Republic of","15,110","45,841","155,487","116,845","122,477",10,"47,869,837",5,5,222
Kuwait,"2,675","37,438","129,181","20,916","102,174",26,"2,700",62,12,149
Kyrgyzstan,"2,321","6,028","17,066","23,962","23,702",29,"5,203,547",55,104,139
Lao People's Democratic Republic,"3,408","14,828","37,652","19,506","21,795",23,"566,391",67,108,161
Latvia,"8,224","24,698","79,627","34,453","40,607",23,"2,301,793",40,63,161
Lebanon,"9,229","57,434","213,678","5,120","7,133",39,"401,074",186,204,102
Lesotho,95,140,555,"8,846","12,210",20,"1,980,831",127,160,175
Liberia,103,322,"1,561","9,614","11,676",44,"3,441,796",118,165,83
Libyan Arab Jamahiriya,"6,810","17,163","47,974","7,723","10,071",79,"5,918,217",142,181,36
Liechtenstein,240,"1,155","3,790","47,942","76,896",10,"34,598",28,25,222
Lithuania,"9,296","26,585","78,057","52,073","56,752",19,"3,425,077",23,48,181
Luxembourg,"2,559","12,772","36,872","64,290","96,380",13,"456,613",16,17,211
Macau,35,"14,467","62,877","107,908","119,013",5,"47,309",7,6,232
Madagascar,380,853,"2,986","29,749","27,098",18,"18,642,586",46,98,184
Malawi,278,587,"1,912","6,295","8,037",51,"13,226,091",163,191,61
Malaysia,"27,881","463,904","1,487,907","27,654","48,252",38,"25,652,985",49,55,109
Maldives,39,"2,351","8,711","9,438","12,290",16,"295,297",121,159,193
Mali,402,"1,146","4,035","6,216","14,889",62,"1,161,109",164,145,46
Malta,802,"11,945","35,352","13,332","73,629",14,"402,617",93,29,205
Marshall Islands,7,14,87,"5,804","5,245",157,"5,672",175,218,19
Martinique,590,"1,189","3,430","15,637","27,772",34,"395,896",83,95,121
Mauritania,220,779,"2,778","1,724","4,270",113,"2,963,105",225,223,26
Mauritius,"1,785","11,685","34,627","8,810","17,929",10,"1,241,173",128,124,222
Mayotte,54,86,199,"3,054","9,302",303,0,212,185,10
Mexico,"135,278","2,204,101","9,592,038","8,361","18,928",52,"104,266,392",133,120,59
"Micronesia, Federated States of",70,178,895,"2,449","7,461",220,"110,058",218,201,14
Monaco,34,"1,049","2,985","45,690","64,201",33,325,29,41,125
Mongolia,824,"2,664","5,500","22,225","24,275",19,"2,580,704",59,99,181
Montenegro,"1,969","10,342","29,341","6,435","42,458",15,"607,969",158,60,200
Montserrat,37,140,702,"2,823","10,449",80,"5,628",214,174,32
Morocco,"14,893","157,154","594,271","4,189","14,430",50,"30,494,991",196,147,64
Mozambique,850,"2,575","10,151","5,695","5,846",39,"20,532,675",176,215,102
Namibia,"1,412","4,844","17,732","5,442","7,831",69,"2,019,677",182,196,41
Nauru,4,4,5,"1,675",614,460,"10,111",226,234,7
Nepal,"13,747","62,103","278,481","16,148","15,953",28,"27,093,656",80,140,142
Netherlands,"62,947","438,599","1,645,129","51,358","83,352",14,"1,632,769",25,20,205
Netherlands Antilles,537,"3,958","13,818","7,034","21,577",23,"186,392",150,110,161
New Caledonia,348,997,"2,918","16,724","30,504",25,"234,185",76,87,153
New Zealand,"20,318","79,203","254,297","37,969","58,074",28,"4,097,112",35,47,142
Nicaragua,"2,382","28,929","115,273","6,002","12,350",30,"5,462,539",171,157,134
Niger,100,200,577,"5,517","5,205",231,"1,326,419",181,219,11
Nigeria,"2,470","7,956","44,039","5,852","7,562",80,"141,356,083",173,199,32
Niue,6,7,19,"3,083","4,271",692,"1,632",211,222,2
Norfolk Island,10,13,45,"2,982","23,204",688,0,213,106,3
Northern Mariana Islands,192,"1,122","3,611","8,472","32,195",20,"80,258",132,79,175
Norway,"55,506","184,040","568,168","83,162","92,041",18,"4,638,836",12,19,184
Oman,"10,564","83,632","339,847","7,852","21,667",40,"2,507,042",141,109,99
Pakistan,"34,491","386,409","1,678,744","4,042","5,817",59,"158,080,591",201,216,49
Palau,29,69,231,"1,551","11,885",40,"20,127",227,162,99
Palestine,"1,234","19,598","71,843","6,402","37,305",25,"3,762,005",159,71,153
Panama,"4,394","54,844","259,530","17,037","68,343",32,"3,231,502",74,36,128
Papua New Guinea,83,174,571,"4,657","10,379",227,"6,069,715",190,176,13
Paraguay,"6,943","60,007","242,680","7,611","17,848",28,"5,904,342",144,125,142
Peru,"11,770","157,102","967,753","6,617","18,092",39,"27,274,266",157,123,102
Philippines,"87,989","1,598,827","11,052,152","11,515","11,798",55,"84,566,163",105,163,55
Poland,"95,695","255,357","843,631","24,752","53,600",26,"38,195,558",52,50,149
Portugal,"46,477","212,697","696,838","38,799","65,990",24,"10,528,226",33,38,158
Puerto Rico,"12,090","109,947","502,044","9,362","41,968",39,"3,946,779",122,62,102
Qatar,"2,140","47,929","180,899","48,392","74,470",9,"796,186",27,28,227
Republic of Moldova,"4,855","14,697","42,251","38,747","39,545",16,"3,876,661",34,66,193
Reunion,811,"1,602","4,195","117,939","131,331",13,"785,159",4,4,211
Romania,"33,966","114,097","341,387","62,187","70,287",16,"21,627,557",17,33,193
Russia,"257,795","1,410,895","4,055,153","45,494","42,236",16,"143,953,092",30,61,193
Rwanda,236,483,"1,228","9,324","10,845",38,"9,233,793",124,170,109
Saint Barthelemy,140,"1,718","6,783","7,436","14,861",80,0,146,146,32
Saint Kitts and Nevis,229,952,"5,924","7,166","19,548",24,"49,138",147,117,158
Saint Lucia,354,"1,086","3,455","10,424","35,380",62,"16,124",113,74,46
Saint Martin,64,276,839,"24,211","40,200",82,0,54,65,31
Saint Pierre and Miquelon,53,186,528,"8,078","51,915",22,"6,346",136,52,165
Saint Vincent and the Grenadines,212,689,"2,353","7,028","35,540",49,"119,137",151,73,67
Samoa,27,37,106,"13,967","12,331",17,"183,845",90,158,189
San Marino,185,970,"2,488","14,833","74,538",22,"30,214",89,27,165
Sao Tome and Principe,40,83,280,"7,638","14,177",20,"152,622",143,148,175
Saudi Arabia,"26,262","543,745","1,958,937","17,754","49,647",41,"2,361,236",72,54,97
Senegal,815,"2,134","7,426","4,059","10,414",67,"1,177,034",200,175,42
Serbia,"22,211","112,390","373,620","9,614","29,445",18,"9,863,026",118,90,184
Seychelles,154,301,"1,306","22,768","23,872",16,"85,532",57,103,193
Sierra Leone,121,296,987,"4,228","7,738",43,"5,586,403",195,198,88
Singapore,"1,069","105,712","489,227","159,844","158,343",7,"4,327,468",1,1,229
Slovakia,"18,321","60,092","189,017","15,563","34,289",24,"5,386,995",84,75,158
Slovenia,"10,136","28,681","84,422","16,757","45,268",18,"1,999,425",75,57,184
Solomon Islands,14,24,79,"2,034","4,498",229,"472,419",223,220,12
Somalia,200,471,"1,368","8,495","8,004",84,"8,196,395",131,192,30
South Africa,"43,749","310,014","1,650,923","10,384","13,965",43,"47,938,663",114,150,88
Spain,"74,749","362,577","1,349,389","71,664","77,195",37,"43,397,491",15,24,112
Sri Lanka,"9,717","23,765","65,357","9,360","22,855",34,"19,120,763",123,107,121
Sudan,550,"1,148","4,852","2,708","6,735",136,"36,899,747",215,208,21
Suriname,822,"3,114","10,234","2,222","7,940",51,"452,468",221,194,61
Svalbard,28,78,116,"75,827","65,794",34,0,14,40,121
Swaziland,260,438,"1,907","5,573","7,447",80,"1,124,529",180,202,32
Sweden,"32,661","62,952","210,965","76,429","95,006",16,"9,038,049",13,18,193
Switzerland,"26,761","122,962","376,519","51,667","98,748",14,"7,424,389",24,13,205
Syrian Arab Republic,"11,467","62,582","257,503","8,055","6,653",42,"18,893,881",137,210,93
Taiwan,"20,714","351,473","1,299,413","32,846","64,029",11,0,42,42,218
Tajikistan,428,953,"2,129","16,001","16,676",42,"6,550,213",82,135,93
Thailand,"114,795","722,893","2,430,173","107,573","118,909",10,"63,002,911",8,7,222
The former Yugoslav Republic of Macedonia,"4,413","27,732","92,728","9,633","18,822",27,"2,033,655",117,121,147
Timor-Leste,25,59,124,"12,157","9,856",78,"1,067,285",101,183,37
Togo,858,"4,567","22,856","3,756","15,014",37,"6,238,572",204,144,112
Tonga,8,8,20,"8,324","11,699",58,"99,361",134,164,50
Trinidad and Tobago,"3,103","23,444","78,708","33,528","53,526",13,"1,323,722",41,51,211
Tunisia,"6,371","38,223","151,231","2,607","7,864",46,"10,104,685",217,195,75
Turkey,"57,834","426,033","1,327,531","4,495","16,342",36,"72,969,723",192,136,115
Turkmenistan,"1,070","1,926","6,641","1,328","2,051",50,"4,833,266",229,230,64
Turks and Caicos Islands,88,286,"1,233","8,809","19,123",48,"24,459",129,119,68
Uganda,633,"1,645","7,875","7,925","7,751",57,"28,947,181",139,197,52
Ukraine,"101,672","415,649","1,253,923","34,891","31,924",17,"46,917,544",39,81,189
United Arab Emirates,"10,569","224,216","773,026","59,989","108,691",11,"4,104,291",19,11,218
United Kingdom,"293,453","2,201,504","9,434,314","15,228","46,614",30,"60,244,834",88,56,134
United Republic of Tanzania,437,"1,092","3,366","10,759","11,194",46,"38,477,873",111,169,75
United States,"1,693,135","7,603,640","27,675,528","31,849","110,035",40,"299,846,449",44,10,99
United States Virgin Islands,605,"2,987","12,156","8,960","27,828",22,"111,408",126,94,165
Uruguay,"3,914","13,913","53,621","10,891","29,760",30,"3,325,727",110,88,134
Uzbekistan,"9,058","30,953","103,639","15,451","17,474",44,"26,593,123",85,129,83
Vanuatu,52,114,372,"3,484","8,887",218,"215,366",210,188,15
Venezuela,"9,130","68,457","477,420","2,254","4,136",134,"26,725,573",220,224,22
Viet Nam,"107,821","573,878","1,843,864","39,877","37,479",8,"85,028,643",31,70,228
Wallis and Futuna Islands,13,20,56,551,766,343,"15,079",234,233,8
Western Sahara,175,"1,344","4,661","4,177","16,083",53,"440,428",198,138,58
Yemen,"1,249","3,050","11,955","1,153","2,936",127,"21,095,679",231,228,23
Zambia,472,815,"2,801","7,896","10,341",43,"11,478,317",140,177,88
Zimbabwe,"1,331","2,350","9,052","9,443","10,220",45,"13,119,679",120,178,80